Package Name,Reviewer name,Review,Rating
com.google.android.diskusage,ÐoN BLaZe,Hand down the best data handler for android devices 👏🏻👏🏻 I rarely rate apps with the full 5 stars mark but this app earned it ⭐⭐⭐⭐⭐,5
com.google.android.diskusage,Raul Bluesman,"Useful, simple, perfect",5
com.google.android.diskusage,Veda vyawhss,Perfect!,5
com.google.android.diskusage,HishamKool,It will really help you if you have a lot of storage,5
com.google.android.diskusage,Genya Genya,"Due to this app I solved very complicated problem with memory usege on my phone, nice app. Thank you.",5
com.google.android.diskusage,j j,Very useful app!,5
com.google.android.diskusage,Lorenzo Jonok,It just works,5
com.google.android.diskusage,Elezar Kenig,"Lightweight, fast, easy to use. Perfect visual representation of my phone's storage.",5
com.google.android.diskusage,liontiger 1866,"KEEP::forget pie charts, way easier",5
com.google.android.diskusage,A Google user,"Doesn't work. For old Android. Make, Vanya, something new, Presse!",1
com.google.android.diskusage,Geoff Bon,Incredible App:)! I have found hidden files that my Phone Downloaded without me noticing. GREAT APP FOR Viewing all of your files in one Place,5
com.google.android.diskusage,Milan Mitrovic,Use it every day. Especially helps for cleaning gigabytes of cached space by the apps. Great to visualize how your storage is used. Thanks a lot for developing. Proposal for improvement: -Save/ecport a full report snapshot(current storage usage) -diff compare two saved or compare it with latest (I see increase of 5GB of used space in Apps dir over night but I would like to know what/which app increaded/changed),5
com.google.android.diskusage,Georgios Oikonomou,Perfect! Well done guys!,5
com.google.android.diskusage,Septicuss,Best app for storage management,5
com.google.android.diskusage,Usman Amin,App works flawlessly. An Update to the UI would be appreciated. Thanks,5
com.google.android.diskusage,Pablo R.,"This is perfect. Thanks, dev.",5
com.google.android.diskusage,Katherine Wolfert,Worked as intended,5
com.google.android.diskusage,ntelas,Still the best,5
com.google.android.diskusage,Carmen Lommerse,Best storage management app.,5
com.google.android.diskusage,JessicaStarrHaguewood IntrovertedKaleidoscopicSoul,"Hey, love the app but there's an issue. The delete doesn't seem to work. It's there but inoperable. Can you help?",2
com.google.android.diskusage,rhythm,"Отличное приложение!!! Очень нравится, хорошо работает на Android 11!",5
com.google.android.diskusage,Husam H,It just does what it's meant to do. And it does it very well.,5
com.google.android.diskusage,user 88 91,"Clean and functional, very nice",5
com.google.android.diskusage,Anders Erichsen,Great app!!! No spyware and very useful.,5
com.google.android.diskusage,Vishnu Kumar,Super,5
com.google.android.diskusage,Ravi Prakash VS,The perfect app I needed to tell me it was my photos that took all that space. It disects all the folders and app storage and shows you a clear view of every folder.,5
com.google.android.diskusage,benco2022 Offshore,"Such a useful app!! I used this thousands of times to clear hundreads of Devices running Android. Simply Marvelous, Kudos to Developer's..",5
com.google.android.diskusage,muhammad hamza,Amazing experience,5
com.google.android.diskusage,Djeg Moyn,Useless with Android 11. Used be awesome.,1
com.google.android.diskusage,Andrew Ahern,"My phone is fully updated, yet this app is too old for my current version of Android.",1
com.google.android.diskusage,toby harris,"Really intuitive, shortcuts to file explorer for any directory, nice touch-drag-to-view feature and collapse feature",5
com.google.android.diskusage,Grant Harris,Loved this app for years just decided that it won't open anymore 😢,3
com.google.android.diskusage,Alfi Akbar,"hope you come back soon ivan :) your apps is really useful, just need to be updated",5
com.google.android.diskusage,Muhammad Ahmed,Before i eas able to delete any unwanted portion. E.g .trash . But now delete option is not working inside app. Any suggestion?,5
com.google.android.diskusage,Dale Scheepers,"Outstanding simple application, wonderful execution",5
com.google.android.diskusage,Шерхе́бель,Need to be updated for latest Android (invisible text in dark mode),4
com.google.android.diskusage,Douglas Fowler,App crashes on attempt to open. Uninstalled app and reinstalled again. Still not working on my older S-7. Had to uninstall.,1
com.google.android.diskusage,István Ujj-Mészáros,"Doesn't show the files, only folders, which isn't helpful at all.",1
com.google.android.diskusage,Mohd Akhtar,This app deserves 10 star. Its similar to windows app Windirstat. I would love to see the option to open folder in file manager. Thats is the only thing this app need.,5
com.google.android.diskusage,נתן ברגר,Supreme masterpiece,5
com.google.android.diskusage,Darryl Trimming,"One of my most favourite apps, installed as a priority with each new device. Thank you 👍🏻",5
com.google.android.diskusage,Amrit Bonia,Best storage analysis app,5
com.google.android.diskusage,Andrei Laza,"Minimalistic, useful, does exactly what is needed and nothing more",5
com.google.android.diskusage,Stanley K,"I used Treesize Free for many years, and found this app which provided the similar essential need for professional. Thanks 👍",5
com.google.android.diskusage,Baxter 8axter,"Doesn't work any more. Shows error and crashes. The dev changed mailbox, without updating here, impossible to contact.",1
com.google.android.diskusage,Jacob Maynard,Very helpful!,5
com.google.android.diskusage,Umur Karagöz,"Could be my favorite app ever. Not the most elegant, sure, but thanks to the simple interface, it is ridiculously fast and snappy. Also the presentation of the data is very informative. Great job!",5
com.google.android.diskusage,Yoga Bacra,"Nice app. I like this, simple & full advantage",5
com.google.android.diskusage,Coms,"Does whats it meant to, even on Android 11 They could make it load everything faster tho, if possible",5
com.google.android.diskusage,Dennis Durandetto,The coolest GUI disc usage interface I've ever seen and for that I'm giving five stars,5
com.google.android.diskusage,Jonathan Fabris,Great app!,5
com.google.android.diskusage,Anna,I like how it includes everything in the chart It worked on 7.1.1 Nougat ZTE fast and my card is good ..,4
com.google.android.diskusage,Joseph White,So far it works better on the Stylo 6 period instead of the Samsung a20. Problem with the 820 is that it doesn't load completely and it doesn't show you the load process completely Stylo 6 it completely loads.,5
com.google.android.diskusage,John Michael Fungo,A great way to see the overview of disk usage. I gives a clearer understanding of the big picure. Thanks to the developers.,5
com.google.android.diskusage,Obeid Rashed,Ok but doesn't solve any problem..,4
com.google.android.diskusage,Rushikesh Cheulwar,Yeup...Just the great app...,5
com.google.android.diskusage,havfruanoir,"Love it, great app for overview!",5
com.google.android.diskusage,Daniel Nemirovsky,Fabulous! Just doesn't work with android 11+,5
com.google.android.diskusage,Arsal Ansari,The absolutely best storage analysis app on the market.,5
com.google.android.diskusage,Shayan RJB,Best app for controlling Storage Usage,5
com.google.android.diskusage,dude4rmhell,Amazing app simple and plain easy to use no complications at all reminds me of file tree from windows OS,5
com.google.android.diskusage,Henri Venter,I have not found a better alternative yet,5
com.google.android.diskusage,Antonio De las Carreras,Excellent. Did EXACTLY what it should do at incredible speeds and it weights NOTHING. Simply amazing. Thank you.,5
com.google.android.diskusage,christopher auger,"Samsung has done this before to DiskUsage. Ivan please restore lost functionality, no longer sees usb stick, since Ui3, on s10plus. Please update. Would like to set a video player to show ts., such as recorded on television, time shift, however I solved this by changing file tag .ts to .mp4.",2
com.google.android.diskusage,WAFULA NOAH,An unbelievable App. My storage was clogged with trash that I couldn't locate normally. DiskUsage found it and I reclaimed more than half of my phone storage in 20seconds,5
com.google.android.diskusage,Steve Selwood,Very cool. I found my storage problem straight away from the beautiful display. Thank you :),5
com.google.android.diskusage,Ali Hafeez,The most important app for my Android like Treesize is for my Windows machine...,5
com.google.android.diskusage,Mesbah Uddin,Simple and elegant.,5
com.google.android.diskusage,Dany Aprizal,Good,5
com.google.android.diskusage,Viktor Lyogkij,Thank you I saw what really takes up space on the phone's memory,5
com.google.android.diskusage,Teodor Bezrukov,Best,5
com.google.android.diskusage,Reuben Horner,"I have used this app seemingly forever. It's just as simple, reliable and functional as it has always been",5
com.google.android.diskusage,David Rosales,Usefull,5
com.google.android.diskusage,Abhijit Nandy,A truly easy to use app. Does exactly what it says in the simplest way!,5
com.google.android.diskusage,Pasty Chomper,"Great app. V easy to use, good to track down rogue files. Has easy links to App Info to clear caches etc. Seems to get confused by symlinks but that's no big deal.",5
com.google.android.diskusage,Santosh Satvik Lade,"Superb, exactly what I wanted, most similar apps I know don't even try to come close to doing what this app does",5
com.google.android.diskusage,Madhusudan Swami,"Kindly add sort option, long press menu.",5
com.google.android.diskusage,ChainsawsAndMore מסורים ועוד דברים,No better app than this (5 stars).. but in 2021 it won't work on my android 11 :( (left it 3 since works on older devices),3
com.google.android.diskusage,Akhil Pj,We Need update,2
com.google.android.diskusage,RUPINDER Singh,Good,5
com.google.android.diskusage,Chris Snow,"Worked one time to delete excess files not needed, now all it does is show me what is using my space, but won't let me delete",1
com.google.android.diskusage,A Google user,Works great for s10,5
com.google.android.diskusage,Ky3He4iK,Simple and fast,5
com.google.android.diskusage,Rahul,One of the best app in the world,5
com.google.android.diskusage,Oisin Moore,One of those rare apps that does exactly what you want it to do.,5
com.google.android.diskusage,Solomon,Brilliant light weight app that shows you precisely the size and region of all installed apps on your system.,5
com.google.android.diskusage,Armen Dashtoyan,Very useful,5
com.google.android.diskusage,Nikita Nikishin,"Великолепное приложение, простое, небольшое по размеру, очень информативное и удобное.",5
com.google.android.diskusage,Ganesh Karhale,This is the best app.,5
com.google.android.diskusage,Sam,I request the developer to upgrade the app for latest Android version,5
com.google.android.diskusage,Ing. Diego Richi,"Me sirve para ver que ""se chupa"" el espacio del teléfono. Lo malo es que reescanea todo cada vez...",4
com.google.android.diskusage,Abhishek Kashyap,i am fan of this app simplicity,4
com.google.android.diskusage,David Brager,Best thing since Spacemonger on PC. Does exactly that. It shows everything.,5
com.google.android.diskusage,Laurentiu Lucaci,This app is so useful it should be bundled by default with the OS,5
com.google.android.diskusage,Pierre,Tells u to install a browser??!,1
com.google.android.diskusage,Niks,windirstat for android,5
com.google.android.diskusage,John,Best app to view the file sizes on your phone. No adds or invasive permissions. I will always use this app,5
com.google.android.diskusage,Jeffrey Jthw,BEST APP I'VE EVER USE IN MY ENTIRE LIFE!!!,5
com.google.android.diskusage,Katya Gamolko,Very simple and clear!,5
com.google.android.diskusage,Aronya Biswas,Best of all time.,5
com.google.android.diskusage,Juan DeMarco,thanks Ivan! very useful! 👌🏻👍,5
com.google.android.diskusage,Al Naheean,Extremely Useful,5
com.google.android.diskusage,Vadim Ivanov,Super,5
com.google.android.diskusage,Rae Nieves,"Great, but after installing an update on my phone, app no longer breaks down system data into subsections like YouTube or Netflix downloads",4
com.google.android.diskusage,John Purchase,Good,5
com.google.android.diskusage,Italo Muñoz,Excellent job,5
com.google.android.diskusage,Kevin Columbus,"I have used this app for over 6 years. It is simply the best! *Edit, now I'm at ELEVEN years of satisfaction!!! Never had a single issue ever, even on glitchy Motorola Droid 1 ROMs back in 2009. I recommend this to everyone as the ABSOLUTE FIRST app to install, before ANYTHING.That way, if their storage is later completely full, and unable to download apps, they'll already have the absolute best, and simplistic, storage graphing app ever installed to fix it! Thank you for years of a great app :)",5
com.google.android.diskusage,Alex Semenko,Best app to assess storage hogs ever!,5
com.google.android.diskusage,Mark BeeswaxNoturs,Doesn't work for me.,1
com.google.android.diskusage,Jrocky Camelot,"This app is kinda ok, it helps me see whats eating my space, so i would not be scared of whats eating my space, thanks devs!",5
com.google.android.diskusage,K E MUHAMMED BASHEER,Very good for managing the storage area,5
com.google.android.diskusage,Lukas Barbisch,"Very nice app, very functional and intuitive to use",5
com.google.android.diskusage,Raymond velden,I love this app. Adirstat stopped working. This still does. It helps me clean up my phone easier then anything else. Wish it was stock android function.,5
com.google.android.diskusage,Mohammad,nice but out of date,3
com.google.android.diskusage,Hemant Patil,Good app but I am not getting the delete button activated. Kindly guide...,4
com.google.android.diskusage,Jasmine Palmer,"Still works on Android 11 somehow, does the job just fine.",4
com.google.android.diskusage,bobby ross,Great app,5
com.google.android.diskusage,A Potato,I just love the app thankkkkkkkkkk u :) for this app it helped to save me 1.5 gb of storage..... [IM NOT A BOT] NO ADS+ SMOL SIZE = ∞★,5
com.google.android.diskusage,Andrew Tyukavkin,Awesome and very visual,5
com.google.android.diskusage,omar yagan,Best of best,5
com.google.android.diskusage,Rafal Dronia,Great app. Helps to see what takes space,5
com.google.android.diskusage,Karim Khattab,Greatest app ever,5
com.google.android.diskusage,Dmytro Grebinyk,"This program lies, just like all katzaps. 33 GB of Telegram data? Are you kidding me? Trash.",1
com.google.android.diskusage,Joshua Hamilton,"I really liked this app, but it doesn't work on the newest version of android for me.",4
com.google.android.diskusage,Chris M12,"Unbelievably good app.. simplicity, functionality, user interface all excellent. Thanks so much.",5
com.google.android.diskusage,IR. Nasruhak,ds,5
com.google.android.diskusage,Gu Dim,Perfect app 👌 thank you!,5
com.google.android.diskusage,thoubik basha,Noce,5
com.google.android.diskusage,Darko A,"Not exactly working properly on Xiaomi Mi Note 10 and Android 11. Some folders show large size (e.g. 6 GB), but when I select show command, it opens small unrelated folder.",3
com.google.android.diskusage,Aakash Adhikari,"This app is simple and does its work perfectly. I have used it for many years & this app has never dissapointed me. However, I think its about time to change the Icon and overall UI for much more premium/richer feel, for better visual expereience.",5
com.google.android.diskusage,Adenis,I've been having problems with storage for months and finally I found a app that it easily shows you what takes up so much space. Thank you so much!,5
com.google.android.diskusage,Abinav T,Great app. Hope the developer update the project 😊,4
com.google.android.diskusage,nanoprog,"my review from 2014: simple elegant useful. 2021 update: still the same, 5 stars",5
com.google.android.diskusage,Uriel Hai,Best option and very lightweight,5
com.google.android.diskusage,Lab Fisika,Always good,5
com.google.android.diskusage,Mik Olaj,"Awesome app, very easy to see what eats up your phone's storage. Much better than my samsung's built in app manager",5
com.google.android.diskusage,A Google user,при сканировании доходит до 99% и виснет.,5
com.google.android.diskusage,Stu M,Somebody finally got it right.,5
com.google.android.diskusage,G M St-St,"V good app Small but serious problem:. have like 90g of ""system data"". I know what most of this is: downloaded audible audiobooks audible (large audible listening queue), and poss some downloaded podcasts. Can always clean out audible app if need space. (can't xfer books to SD card [pixel]) (audible app design flaws [re v large audible libraries] make library mgmt difficult otherwise) Since all this is clearly ""media"" I wish the DiskUsage app showed the breakdown into audible books etc.",4
com.google.android.diskusage,Beta Trial,"Awesome! Love It! Tab S6 Lite, Android 11.",5
com.google.android.diskusage,John Quinlan,GOOGLE IS RUN BY SICK SATANIC PAEDOPHILES!!!,1
com.google.android.diskusage,Suhrud Bangal,Whoall here from how to men ???,5
com.google.android.diskusage,kash wal,Beautiful. I love it.,5
com.google.android.diskusage,Marcio Costa,Poor Results,1
com.google.android.diskusage,Aleksandr Samoylov,"Simple interface, and it has all info I need to understand where my tablet memory goes. Super useful! Try to get folder size in other apps - they never heard of it.",5
com.google.android.diskusage,Mo Mo,"Great app, shows storage space as it should be by the operating system in the 1st place. Thank you.",5
com.google.android.diskusage,Sergio Dro,"Fast, ez to use, but messy the result, hast to be separate groups more visually understandable. Otherwise you can delete a part of a data/app without knowing. 1 star for fast result and no adds 1 star for abolity to delete a section 1 start showing names and addresses",3
com.google.android.diskusage,Andrii Makukha,"Easily the most useful app on Play Market in utility/size measure! However, it's not easy to close on Android Pie with ""back"" gesture.",4
com.google.android.diskusage,nascent,This is still the best storage app on android. Breaks my heart it's been abandoned and hasn't recurve an update in 4 years. I really hope the dev comes back. The apps doesn't need major changes just quality of life tweaks such as modern permissions,5
com.google.android.diskusage,rafe,Great app 👍,5
com.google.android.diskusage,Chisomo Mutale,This helped me alot,5
com.google.android.diskusage,Hashid Illikkal,One of the best app I have ever used,5
com.google.android.diskusage,Haytham Kenway,"Great app. I love it ! Very simple and easy ui , I never thought that my phone has trash. I found it and saved lot of space with this software",5
com.google.android.diskusage,Charles Phillip,Simple and does what it says,5
com.google.android.diskusage,mike wirinweb,best,5
com.google.android.diskusage,slava,"Works fine on my Android 8. Shows what folders and files take a lot of space, I delete them using other apps. (This one allows to delete too, I just prefer others for deleting)",5
com.google.android.diskusage,Benito Infinito,Awesome app!,5
com.google.android.diskusage,Marco Gasi,"This app helped me to free up more than 3 GB of space without loosing anything important, just deleting a lot of trashed files in the gallery! Thank you! Do you plan to uodate for the latest Android version?",5
com.google.android.diskusage,Harshad Kudave,Hell Yeah,5
com.google.android.diskusage,Siddhant Tripathi,"Minimalist, Functional disk usage visualizer with root privilegeds too. Been using it for ages, since early days of android.",5
com.google.android.diskusage,Ali Kiaie,برنامه سبک و بدرد بخور. خیلی خوب,5
com.google.android.diskusage,Pishtoff Withguglpluss,"It's been great for managing my space usage on my old tablet. The only reason I don't give 5 stars today is the lack of updates in 3 years, leaving me unsure if I should use it on my new tablet with Android 10. I'm gonna give it a try now, though, as I ate being without it... Fingers crossed!",4
com.google.android.diskusage,Saran Ajay Kumar,Highly recommended!,5
com.google.android.diskusage,joy das,Excellent app. Does exactly what it is supposed to do. The visual guide of folder and its sub folders is superb.,5
com.google.android.diskusage,Renier Angelo Pagunsan,"I hope you can make this kind of app for the computer, I've been using this app since 2012 way back on my Galaxy Young very helpfull app",5
com.google.android.diskusage,Ali Zamani,The one single most to-the-point app to find what is occupying the storage.,5
com.google.android.diskusage,Kaan Oguzhan,Amazing app! Best of it's class simple yet effective !!!!,5
com.google.android.diskusage,Alexander Kudryavtsev,ok,5
com.google.android.diskusage,Sridhar S,Always served the purpose.,5
com.google.android.diskusage,فاتح وائل,Super,5
com.google.android.diskusage,mikiyas teshale,"this app sucks, it can't access your phone's system data, which is the only reason I needed an app, to get access to the hidden files that are taking space in the storage, and it can't do that.",1
com.google.android.diskusage,Joe Burns,Intuitive app. 5 stars.,5
com.google.android.diskusage,Bill Christy,"Used to work perfectly but having issues on Android 11. Shows ""media storage"" as an extremely large chunk and the total disk space as exceeding the actual amount of storage on the device. Would gladly provide logs if it helps the dev. This app is essential to managing my phone's storage.",3
com.google.android.diskusage,Steve Roddie,Useful app to work out what's eating up my storage. Recommended,5
com.google.android.diskusage,Nekonon,Works,4
com.google.android.diskusage,Mr Potato,I saved 8 gb because of this app,5
com.google.android.diskusage,Just a Sana Fanboy,"I use this app a lot. If you're looking to clean up your device storage manually, this is exactly the app for you.",5
com.google.android.diskusage,John Jacob,Best app ever used to analyse what's taking up space.,5
com.google.android.diskusage,Joel Humphrey,Very useful for seeing what is chewing up your storage,5
com.google.android.diskusage,NO NAME,"Thank you!!! I've actually managed to find those ""other"" files with your app",5
com.google.android.diskusage,David Solimano,"This was exactly what I was looking for to see where space was being used on my device, and the interface was very intuitive. If you have used WinDirStat on Windows as I have for many years, this is basically the same sort of tool.",5
com.google.android.diskusage,Hirens,Awesome app! It does what it says it does and it's perfect!,5
com.google.android.diskusage,Sagar B,Wonderful app. Shows exactly where your storage space is occupied in a simple and summarised way.,5
com.google.android.diskusage,Ajie Jihad,"Useful and simple for disk diagnostics but not support current android version on 2021, need more development",4
com.google.android.diskusage,Binita Devi,Must have.,5
com.google.android.diskusage,tuduki 55,Really thorough and can tell you straight away all the files easily on list so you can hunt down the unnecessary files easily. And it's really light too.,5
com.google.android.diskusage,John Rohan,This is a very useful app and for a long time I have considered it essential. However as of now it won't read my Samsung S21 correctly. The phone complains that this app is for an earlier version of Android.,5
com.google.android.diskusage,Pabitra Behera,Excellent app So Easy to used 😏😏😏😏,5
com.google.android.diskusage,Varun Varu,Best app to track waste files,5
com.google.android.diskusage,Arshi Mohammed,"WOW, i loved it.",5
com.google.android.diskusage,Norberto Ariel Chaar,"It's exceptional. Great UI, performance and UX over the years",5
com.google.android.diskusage,Paula Hannan,This has been great for helping me stay in bounds storage wise.,5
com.google.android.diskusage,w w,"great open source App. Works fine on Android 10, at least for me",5
com.google.android.diskusage,King Alpin,This is my go-to app for discovering what EXACTLY is taking up all my damn space!,5
com.google.android.diskusage,Mrn Om,Perfect for SequoiaView enjoyer.,5
com.google.android.diskusage,OneVoltTen,"Would be nice if it supported android 10 dark theme, the popup/selectors are white text on white background making is barely readable. Great app otherwise.",4
com.google.android.diskusage,Parthi,Brilliant app. Simple and intuitive user interface. The best part is the app is just less than 200Kb. Found this after trying atleast 5 different storage analyser.,5
com.google.android.diskusage,A Google user,"Very useful, but no longer updated",4
com.google.android.diskusage,Tolik Varlamov,"The best and most convenient program for getting info on folders size and checking the source of low disk space on device. // Лучшая и самая удобная программа для проверки, куда пропало место на диске устройства.",5
com.google.android.diskusage,biswajeet techie,Best app at best negligible size for storage analysis,5
com.google.android.diskusage,Irina Kornienko,Дуже дякую! Зручно та корисно. // Thanks! Very good!,5
com.google.android.diskusage,Ros M,Doesn't work with latest version of android,1
com.google.android.diskusage,huzaifa khan,"Worth Use 🍁, Thanks for service without Adds ❤️",5
com.google.android.diskusage,b l v e c l o v d s,"Great app! I love how you can keep track of the files you downloaded in your phone. It helps you discard all the miscellaneous files hidden in your phone storage! Please don't upgrade it, great as it is!",5
com.google.android.diskusage,Roman Kovtyukh,What is the main advantage of this app? It's size! You can install it even when most of apps says that you don't have enough free space. Perfect!,5
com.google.android.diskusage,Joel Sjögren,Good ui,5
com.google.android.diskusage,Mark Braithwaite,Would be 5 stars but contact email address is no longer valid.,3
com.google.android.diskusage,Migs13,"INCREDIBLE, helped me so so much. it tells you everything you need to know and lets you do everything right then and there. amazing",5
com.google.android.diskusage,Pavan Reddy,Please add an update to this appliction such that this app notifies me whenever storage increases and which app or files took up the space. The frequency of notifications should be user customizable like every hour or every 6 hours or so. Thank you so much.,5
com.google.android.diskusage,Maxim Kulikov,"Great tool! It immediately showed that Telegram videos occupied 7GB, while other clean up tools kept silence about it.",5
com.google.android.diskusage,Alexander Kazakov,"Helped find what took 17 gb of space on my Android phone, but didn't show up in built in storage viewer.",5
com.google.android.diskusage,Daniel Kitura,"Definitely one of the first things I will install on any new phone. It shows you all the files in a super-handy visual way, and you can really figure out where did you lose gigabytes of your sacred space ☺",5
com.google.android.diskusage,Sumit Singh Chouhan,Great app. I was looking for.,5
com.google.android.diskusage,Lucas Aschenbach,I now have 13 GB more of free space on my phone. I recommend this app to anyone looking for more space on their phone! 💯,5
com.google.android.diskusage,Friendly Huan,Old,1
com.google.android.diskusage,Juraj B,Awesome app! I often don't have enough space and this allows me to see what is taking it up much more easily than any other thing i tried. I always install it whenever I get a new phone,5
com.google.android.diskusage,Sandro Colombo,Incredibly useful!,5
com.google.android.diskusage,Abdou Labadi,It helped me alot,5
com.google.android.diskusage,Aley Vlogs,I searched on internet and find it 100% best and i it showed some extra files now 9 gb is back just try this awesome app thanks dear team.,5
com.google.android.diskusage,Abderrahim Bellague,Best,5
com.google.android.diskusage,CWD MSH,"Space saver app. Want more such app for other usage like Video player, Photo editor etc., Expecting games also in the future.",5
com.google.android.diskusage,Dwi Santoso,Fantastic! I can say no more👍,5
com.google.android.diskusage,Richard Allen,Stellar. Like baobab or windirstat with touch UI. Immediately found I had left Bluetooth logging on for a few years - disk was full of gigs of tiny toof logs.,5
com.google.android.diskusage,Nick Khoury,"It's the only utility needed (Zooming & Panning knowledge a must). It's literally replaced about 5 separate apps of which collectively did the same job. Open it; pic ur Partition & Explore, View, Delete, Manage, & Easily maintain data from every sirens connected . Thx devs after 4 years I finally gave u ur Very.Just Review & gr8ly appreciate this app.",5
com.google.android.diskusage,Radek Lát,Great for finding large items that use up storage and deleting them.,5
